# Generated from libretro-database's Sony - PlayStation DAT.
# Source: https://github.com/libretro/libretro-database
# License: CC-BY-SA-4.0
namechuckecheesessportsgames	Chuck E. Cheese's Sports Games (USA)
namechuckecheesessupercollection	Chuck E. Cheese's Super Collection (USA)
namechumchworamadeinwario	Chumchwora Made in Wario (Korea)
namecidthedummy	CID the Dummy (Europe) (En,Fr,De,Es,It)
namecircus	Circus (Europe) (En,Fr,De,Es,It)
namecircusgames	Circus Games (USA) (En,Fr,Es)
namecitybuilder	City Builder (USA)
nameclassicbritishmotorracing	Classic British Motor Racing (Europe)
namecleverkidscreepycrawlies	Clever Kids - Creepy Crawlies (Europe) (En,Fr,De,Es,It)
namecloudywithachanceofmeatballs	Cloudy with a Chance of Meatballs (Europe) (En,Fr,De,Es,It)
namecocotofestival	Cocoto Festival (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da)
namecocotokartracer	Cocoto Kart Racer (Europe) (En,Fr,De,Es,It)
namecocotokartracer2	Cocoto Kart Racer 2 (Europe) (En,Fr,De,Es,It)
namecocotomagiccircus	Cocoto Magic Circus (Europe) (En,Fr,De,Es,It)
namecocotosurprise	Cocoto Surprise (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da)
namecodedelaroute	Code de la Route (France)
namecodelyokoquestforinfinity	Code Lyoko - Quest for Infinity (Europe) (En,Fr,Es,It)
namecoldstonecreameryscoopitup	Cold Stone Creamery - Scoop It Up (USA) (En,Fr,Es)
namecolinmcraedirt2	Colin McRae - Dirt 2 (Europe) (En,Fr,De,Es,It)
namecombatofgiantsdinosaursstrike	Combat of Giants - Dinosaurs Strike (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da)
nameconduit2	Conduit 2 (Europe) (En,Fr,De,Es,It)
nameconduitthe	Conduit, The (Europe) (En,Fr,De,Es,It)
namecookingmama	Cooking Mama (Europe) (En,Fr,De,Es,It)
namecookingmama2taihenmamawaooisogashi	Cooking Mama 2 - Taihen!! Mama wa Ooisogashi! (Japan)
namecookingmama2worldkitchen	Cooking Mama 2 - World Kitchen (Europe) (En,Fr,De,Es,It)
namecookingmamacookoff	Cooking Mama - Cook Off (USA)
namecookingmamaminnatoisshonioryouritaikai	Cooking Mama - Minna to Issho ni Oryouri Taikai! (Japan)
namecookingmamaworldbabysittingmama	Cooking Mama World - Babysitting Mama (Europe) (En,Fr,De,Es,It)
namecookingmamaworldkitchen	Cooking Mama - World Kitchen (USA)
namecookingparty	Cooking Party (Europe) (En,Fr,De,Es,It)
namecookwars	Cook Wars (USA) (En,Fr,Es)
namecoraline	Coraline (Europe) (En,Fr,De,Es,It)
namecosmicfamily	Cosmic Family (Europe, Australia) (En,Fr,De,Es,It,Nl)
namecountdownthegame	Countdown - The Game (Europe)
namecounterforce	Counter Force (Europe)
namecountrydance	Country Dance (Europe)
namecountrydance2	Country Dance 2 (Europe)
namecountrydance30charttoppinghits	Country Dance - 30 Chart-Topping Hits!!! (USA)
namecraniumkabookii	Cranium Kabookii (Europe) (En,Fr,De,Es,It)
namecrashcarracer	Crash Car Racer (Europe) (En,Fr,De,Es,It)
namecrashmindovermutant	Crash - Mind over Mutant (Europe) (En,Fr,De,Es,It,Nl)
namecrashofthetitans	Crash of the Titans (Europe) (En,Fr,De,Es,It,Nl)
namecrayolacolorfuljourney	Crayola Colorful Journey (USA)
namecrayonshinchansaikyoukazokukasukabekingwii	Crayon Shin-chan - Saikyou Kazoku Kasukabe King Wii (Japan)
namecrazychickencarnival	Crazy Chicken - Carnival (Europe) (En,Fr,De,Es,It)
namecrazychickentales	Crazy Chicken Tales (Europe) (En,Fr,De,Es,It,Nl)
namecrazyclimberwii	Crazy Climber Wii (Japan)
namecrazymachines	Crazy Machines (Europe) (En,Fr,De,Es,It)
namecrazyminigolf2	Crazy Mini Golf 2 (Canada) (En,Fr,Es)
namecrazyquiz	Crazy Quiz! (Europe) (En,Fr,De,Es)
namecreate	Create (Europe) (En,Fr,De,Es,It,Nl)
namecricket	Cricket (Australia)
namecrownofmidasthe	Crown of Midas, The (Europe) (En,Fr,Es,It)
namecruiseshipresort	Cruise Ship Resort (Europe) (En,Fr)
namecruiseshipvacationgames	Cruise Ship Vacation Games (USA)
namecruisn	Cruis'n (Europe) (En,Fr,De,Es,It)
namecsicrimesceneinvestigationdeadlyintent	CSI - Crime Scene Investigation - Deadly Intent (Europe) (En,Fr,De,Es,It) (Rev 1)
namecsicrimesceneinvestigationfatalconspiracy	CSI - Crime Scene Investigation - Fatal Conspiracy (Europe, Australia) (En,Fr,De,Es,It)
namecsicrimesceneinvestigationhardevidence	CSI - Crime Scene Investigation - Hard Evidence (Europe) (En,Fr,De,Es,It)
namecubethe	Cube, The (Europe) (En,Es,It)
namecuisineparty	Cuisine Party (France)
namecursedmountain	Cursed Mountain (Europe) (En,Fr,De,Es,It)
namecyberbikecyclingsports	Cyberbike - Cycling Sports (Europe) (En,Fr,De,Es,It,Nl,Pt)
namedaenantusmashbrothersx	Daenantu Smash Brothers X (Korea)
namedaikaijuubattleultracoliseum	Daikaijuu Battle - Ultra Coliseum (Japan)
namedaikaijuubattleultracoliseumdxultrasenshidaishuuketsu	Daikaijuu Battle - Ultra Coliseum DX - Ultra Senshi Daishuuketsu (Japan)
namedairantousmashbrothersx	Dairantou Smash Brothers X (Japan)
namedaisyfuentespilates	Daisy Fuentes Pilates (Europe) (En,Fr,De,Es,It)
namedancedancerevolution	Dance Dance Revolution (USA) (En,Fr,Es)
namedancedancerevolutiondisneygrooves	Dance Dance Revolution - Disney Grooves (USA) (En,Es)
namedancedancerevolutionfurufuruparty	Dance Dance Revolution - Furu Furu Party (Japan)
namedancedancerevolutionhottestparty	Dance Dance Revolution - Hottest Party (Japan) (Rev 1)
namedancedancerevolutionhottestparty2	Dance Dance Revolution - Hottest Party 2 (Europe) (En,Fr,De,Es,It)
namedancedancerevolutionhottestparty3	Dance Dance Revolution - Hottest Party 3 (Europe) (En,Fr,De,Es,It)
namedancedancerevolutionhottestparty4	Dance Dance Revolution - Hottest Party 4 (Europe) (En,Fr,De,Es,It)
namedancedancerevolutionhottestparty5	Dance Dance Revolution - Hottest Party 5 (Europe) (En,Fr,De,Es,It)
namedancedancerevolutionii	Dance Dance Revolution II (USA) (En,Fr,Es)
namedancedancerevolutionmusicfit	Dance Dance Revolution - Music Fit (Japan)
namedancedancerevolutionwinxclub	Dance Dance Revolution - Winx Club (Europe) (En,Fr,De,Es,It)
namedanceitsyourstage	Dance! It's Your Stage (Europe) (En,De)
namedancejuniors	Dance Juniors (Europe) (En,Fr,De,Es,It) (Rev 1)
namedanceonbroadway	Dance on Broadway (Europe) (En,Fr,De,Es,It)
namedancepartyclubhits	Dance Party Club Hits (Europe) (En,Fr,De,Es,It)
namedancepartypophits	Dance Party Pop Hits (Europe) (En,Fr,De,Es,It)
namedancesensation	Dance Sensation! (Europe) (En,Fr,De,Es,It)
namedancingonice	Dancing on Ice (Europe)
namedancingstagehottestparty	Dancing Stage - Hottest Party (Europe) (En,Fr,De,Es,It)
namedancingwiththestars	Dancing with the Stars (USA)
namedancingwiththestarswedance	Dancing with the Stars - We Dance! (USA)
namedaringgameforgirlsthe	Daring Game for Girls, The (USA)
namedartswiidx	Darts Wii DX (Japan)
namedataeastarcadeclassics	Data East Arcade Classics (USA)
namedavemirrabmxchallenge	Dave Mirra BMX Challenge (Europe) (En,Fr,De,Es,It)
namedawnofdiscovery	Dawn of Discovery (USA)
namedeadliestcatchseaofchaos	Deadliest Catch - Sea of Chaos (USA)
namedeadlycreatures	Deadly Creatures (Europe) (En,Fr,De,Es,It)
namedeadrisingchoptillyoudrop	Dead Rising - Chop Till You Drop (Europe) (En,Fr,De,Es,It)
namedeadrisingzombienoikenie	Dead Rising - Zombie no Ikenie (Japan)
namedeadspaceextraction	Dead Space - Extraction (Europe) (En,Fr,De,It)
namedealornodeal	Deal or No Deal (USA)
namedealornodealderbankerschlaegtzurueck	Deal or No Deal - Der Banker schlaegt zurueck (Germany)
namedealornodealspecialedition	Deal or No Deal - Special Edition (USA) (En,Fr,Es)
namedealornodealthebankerisback	Deal or No Deal - The Banker Is Back (UK)
namedeathjrrootofevil	Death Jr. - Root of Evil (Europe) (En,Fr,De,Es,It)
namedeblob	De Blob (Europe) (En,Fr,De,Es,It,Nl)
namedeblob2	De Blob 2 (Europe) (En,Fr,De,Es,It,Nl)
namedeblobcolorrevolution	De Blob - Color Revolution (Korea)
namedecasporta2wiidesports10shumoku	Deca Sporta 2 - Wii de Sports 10 Shumoku! (Japan)
namedecasporta3wiidesports10shumoku	Deca Sporta 3 - Wii de Sports 10 Shumoku! (Japan)
namedecasportawiidesports10shumoku	Deca Sporta - Wii de Sports 10 Shumoku! (Japan)
namedecasportawiirojeulgineunsports10jongmok	Deca Sporta - Wiiro Jeulgineun Sports 10 Jongmok! (Korea)
namedecasports	Deca Sports (USA)
namedecasports2	Deca Sports 2 (USA) (En,Fr,Es)
namedecasports3	Deca Sports 3 (USA) (En,Fr,Es)
namedeepakchoprasleela	Deepak Chopra's Leela (Europe, Australia) (En,Fr,De)
namedeerdrive	Deer Drive (Europe) (En,Fr,De,Es,It)
namedeerdrivelegends	Deer Drive Legends (USA) (En,Fr,Es)
namedefendindepenguin	Defendin' De Penguin (Europe) (Rev 1)
namedefjamrapstar	Def Jam - Rapstar (Europe) (En,Fr,De,Es,It,Pt)
namedenshadegoshinkansenexsanyoushinkansenhen	Densha de Go! Shinkansen EX - San'you Shinkansen Hen (Japan)
namedeschiffresdeslettreslejeuofficiel	Des Chiffres & Des Lettres - Le Jeu Officiel (France)
namedespicablemethegame	Despicable Me - The Game (Europe, Australia) (En,Fr,De,Es,It,Sv,No,Da,Fi)
namedestinyofzorrothe	Destiny of Zorro, The (Europe) (En,Fr,De,Es,It)
namedestroyallhumansbigwillyunleashed	Destroy All Humans! Big Willy Unleashed (Europe) (En,Fr,De,Es,It)
namedewysadventure	Dewy's Adventure (Europe) (En,Fr,De,Es,It)
namedewysadventuresuishoudewynodaibouken	Dewy's Adventure - Suishou Dewy no Daibouken!! (Japan)
namediaboliktheoriginalsin	Diabolik - The Original Sin (Europe) (En,Fr,De,Es,It,Nl)
namedinostrike	Dino Strike (Europe) (En,Fr,De,Es,It)
namedirt2	Dirt 2 (USA) (En,Fr,Es)
namedisasterdayofcrisis	Disaster - Day of Crisis (Europe) (En,Fr,De,Es,It)
namediscupdatedisc	DiscUpdate Disc (WiiMenu 3.0U) (USA)
namedisneyaliceinwonderland	Disney Alice in Wonderland (Europe) (En,Fr,De,Es,It,Nl)
namedisneybolt	Disney Bolt (Europe) (En,Es,It)
namedisneychannelallstarparty	Disney Channel - All Star Party (Europe) (En,Fr,De,Es,It,Nl)
namedisneyclubpenguingameday	Disney Club Penguin - Game Day! (Europe)
namedisneyepicmickey	Disney Epic Mickey (Europe) (De,Es,It) (Rev 1)
namedisneyepicmickey2futatsunochikara	Disney Epic Mickey 2 - Futatsu no Chikara (Japan)
namedisneyepicmickey2thepoweroftwo	Disney Epic Mickey 2 - The Power of Two (Europe) (En,Fr,Es,Nl,Pt,Tr)
namedisneyepicmickeymickeymousetomahounofude	Disney Epic Mickey - Mickey Mouse to Mahou no Fude (Japan)
namedisneygforce	Disney G-Force (Europe) (De,It)
namedisneyguiltypartymysteryfunforeveryone	Disney Guilty Party - Mystery Fun for Everyone! (USA)
namedisneyhannahmontanaspotlightworldtour	Disney Hannah Montana - Spotlight World Tour (Europe) (En,De,Es)
namedisneyhighschoolmusical3senioryeardance	Disney High School Musical 3 - Senior Year Dance! (Europe) (En,Fr,De,Es,It,Nl)
namedisneyhighschoolmusicaldance	Disney High School Musical Dance! (Japan)
namedisneyhighschoolmusicalsingit	Disney High School Musical - Sing It! (Europe) (En,Fr,De,Es,It)
namedisneyinfinity	Disney Infinity (Europe) (En,Fr,De,Es,It,Nl)
namedisneyphineasandferbacrossthe2nddimension	Disney Phineas and Ferb - Across the 2nd Dimension (Europe) (En,Fr,De,Es,It,Nl)
namedisneyphineasandferbquestforcoolstuff	Disney Phineas and Ferb - Quest for Cool Stuff (Europe) (En,Fr,De,Es,It)
namedisneypiratesofthecaribbeanatworldsend	Disney Pirates of the Caribbean - At World's End (Europe) (En,Fr,De,Es,It,Nl)
namedisneypixararabalar2	Disney-Pixar Arabalar 2 (Turkey)
namedisneypixarbrave	Disney-Pixar Brave (Australia) (En,Fr,Es)
namedisneypixarcarljiisannosoratobuie	Disney-Pixar Carl Jiisan no Soratobu Ie (Japan)
namedisneypixarcars	Disney-Pixar Cars (Europe) (De,It)
namedisneypixarcars2	Disney-Pixar Cars 2 (Europe) (Fr,De,It)
namedisneypixarcarsmaternationalchampionship	Disney-Pixar Cars - Mater-National Championship (Europe) (De,It)
namedisneypixarcarsraceorama	Disney-Pixar Cars - Race-O-Rama (Europe) (En,Fr,Es,It)
namedisneypixarcarstoonmaterstalltales	Disney-Pixar Cars Toon - Mater's Tall Tales (Europe) (En,Fr,De,Es,It,Nl)
namedisneypixaroben	Disney-Pixar Oben (Germany)
namedisneypixarratatouille	Disney-Pixar Ratatouille (Europe) (Es,Pt)
namedisneypixarremynooishiirestaurant	Disney-Pixar Remy no Oishii Restaurant (Japan)
namedisneypixartoystory3	Disney-Pixar Toy Story 3 (Europe) (En,Es) (Rev 1)
namedisneypixartoystorymania	Disney-Pixar Toy Story Mania! (Europe) (En,Es,Sv,No,Da)
namedisneypixarup	Disney-Pixar Up (Europe) (En,Fr)
namedisneypixarwalle	Disney-Pixar WALL-E (Australia) (Rev 1)
namedisneypixarwallederletzteraeumtdieerdeauf	Disney-Pixar WALL-E - Der Letzte raeumt die Erde auf (Germany)
namedisneyplanes	Disney Planes (Europe) (En,Fr,De,Es,It,Nl)
namedisneyplanesfirerescue	Disney Planes - Fire & Rescue (Europe) (En,Fr,De,Es,It)
namedisneyprincessenchantedjourney	Disney Princess - Enchanted Journey (Europe) (En,Fr,De,Es,It,Nl)
namedisneyprincessenchantingstorybooks	Disney Princess - Enchanting Storybooks (Europe, Australia) (En,Fr,De,Es,It,Nl)
namedisneyprincessmahounosekaie	Disney Princess - Mahou no Sekai e (Japan)
namedisneyprincessmyfairytaleadventure	Disney Princess - My Fairytale Adventure (Europe) (En,Fr,De,Es,It,Nl)
namedisneyschickenlittleaceinaction	Disney's Chicken Little - Ace in Action (Europe) (En,Fr,De,Es,It)
namedisneysingit	Disney Sing It (Europe) (En,Fr,De,Es,It,Nl)
namedisneysingitfamilyhits	Disney Sing It - Family Hits (Europe) (En,Fr,De,Es,It,Nl)
namedisneysingithighschoolmusical3senioryear	Disney Sing It - High School Musical 3 - Senior Year (Europe) (En,Fr,De,Es,It,Nl)
namedisneysingitpartyhits	Disney Sing It - Party Hits (Europe) (En,Fr,De,Es,It,Nl)
namedisneysingitpophits	Disney Sing It - Pop Hits (Europe) (En,Fr,De,Es,It,Nl)
namedisneytangled	Disney Tangled (Europe) (En,Fr,De,Es,It,Nl)
namedisneytheprincessandthefrog	Disney The Princess and the Frog (Europe) (En,De,It,Ru)
namedisneythinkdasschnelldenkerquiz	Disney Think - Das Schnelldenker-Quiz (Germany)
namedisneythinkfast	Disney Think Fast (Europe)
namedisneythinkfastthequizgame	Disney Think Fast - The Quiz Game (Europe) (Fr,Nl)
namedisneythinkhayaoshiquiz	Disney Think - Haya Oshi Quiz (Japan) (Rev 1)
namedisneytronevolutionbattlegrids	Disney Tron - Evolution - Battle Grids (Europe) (En,Fr,De,Es,It,Nl)
namedisneyuniverse	Disney Universe (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da)
namedisneyviolettarhythmmusic	Disney Violetta - Rhythm & Music (Europe) (En,Fr,De,Es,It,Pt)
namedisneywreckitralph	Disney Wreck-It Ralph (Europe) (En,Fr,De,Es,It,Nl,Sv)
namedivaballerina	Diva Ballerina (Europe) (En,Fr,De,Es,It)
namedivagirlsdivasonice	Diva Girls - Divas on Ice (USA) (En,Fr,Es)
namedivagirlsprincessonice	Diva Girls - Princess on Ice (Europe) (En,Fr,De,Es,It)
namedjhero	DJ Hero (Europe, Australia) (En,Fr,De,Es,It)
namedjhero2	DJ Hero 2 (Europe) (En,Fr,De,Es,It)
namedoaladewii	Doala de Wii (Japan)
namedoctorfizzwizzlesanimalrescue	Doctor Fizzwizzle's Animal Rescue (USA)
namedoctorwhoreturntoearth	Doctor Who - Return to Earth (UK)
namedodgeracingchargervschallenger	Dodge Racing - Charger vs Challenger (Europe) (En,Fr,De,Es,It)
namedogz	Dogz (Europe) (En,Fr,De,Es,It,Nl)
namedokaponkingdom	Dokapon Kingdom (Europe) (En,Fr,De,Es,It,Nl)
namedokaponkingdomforwii	Dokapon Kingdom for Wii (Japan)
namedominorally	Domino Rally (USA)
namedonbluthpresentsdragonslairtrilogy	Don Bluth Presents Dragon's Lair Trilogy (USA)
namedonkeykongbarrelblast	Donkey Kong - Barrel Blast (USA)
namedonkeykongcountryreturns	Donkey Kong Country Returns (Europe) (En,Fr,De,Es,It)
namedonkeykongjetrace	Donkey Kong - Jet Race (Europe) (En,Fr,De,Es,It)
namedonkeykongjunglebeat	Donkey Kong Jungle Beat (Europe, Australia) (En,Fr,De,Es,It)
namedonkeykongreturns	Donkey Kong Returns (Japan)
namedonkeykongtarujetrace	Donkey Kong Taru Jet Race (Japan)
namedonkingboxing	Don King Boxing (Europe) (En,Fr,De,Es,It)
namedoodsbigadventure	Dood's Big Adventure (Europe) (En,Fr,De,Es,It,Nl)
namedoraemonwiihimitsudouguouketteisen	Doraemon Wii - Himitsu Dougu-ou Ketteisen! (Japan)
namedoubutsukisoutengainazonorakuendescoopshashinogekishaseyo	Doubutsu Kisoutengai! Nazo no Rakuen de Scoop Shashin o Gekisha Seyo! (Japan)
namedragonballrevengeofkingpiccolo	Dragon Ball - Revenge of King Piccolo (Europe) (En,Fr,De,Es,It)
namedragonballtenkaichidaibouken	Dragon Ball - Tenkaichi Daibouken (Japan)
namedragonballzbudokaitenkaichi2	Dragon Ball Z - Budokai Tenkaichi 2 (Europe) (En,Fr,De,Es,It)
namedragonballzbudokaitenkaichi3	Dragon Ball Z - Budokai Tenkaichi 3 (Europe) (En,Fr,De,Es,It)
namedragonballzsparkingmeteor	Dragon Ball Z - Sparking! Meteor (Japan)
namedragonballzsparkingneo	Dragon Ball Z - Sparking! Neo (Japan)
namedragonblade	Dragon Blade (Japan) (Rev 1)
namedragonbladewrathoffire	Dragon Blade - Wrath of Fire (Europe) (En,Fr,De,Es,It)
namedragonquest25shuunenkinenfamicomsuperfamicomdragonquestiiiiii	Dragon Quest 25 Shuunen Kinen - Famicom & Super Famicom Dragon Quest I-II-III (Japan)
namedragonquestmonsterbattleroadvictory	Dragon Quest - Monster Battle Road Victory (Japan)
namedragonquestswordskamennojooutokagaminotou	Dragon Quest Swords - Kamen no Joou to Kagami no Tou (Japan)
namedragonquestswordsthemaskedqueenandthetowerofmirrors	Dragon Quest Swords - The Masked Queen and the Tower of Mirrors (Europe) (En,Fr,De,Es,It)
namedragonquestxallinonepackage	Dragon Quest X - All in One Package (Japan) (Disc 1)
namedragonquestxinishienoryuunodenshouonline	Dragon Quest X - Inishie no Ryuu no Denshou Online (Japan)
namedragonquestxmezameshiitsutsunoshuzokuonline	Dragon Quest X - Mezameshi Itsutsu no Shuzoku Online (Japan) (Beta Test-ban) (Rev 1)
namedragonquestxnemureruyuushatomichibikinomeiyuuonline	Dragon Quest X - Nemureru Yuusha to Michibiki no Meiyuu Online (Japan) (Rev 1)
namedragstockracer	Drag & Stock Racer (Europe) (En,Fr,De,Es,It)
namedrawntolifethenextchapter	Drawn to Life - The Next Chapter (Europe) (En,Fr,De,Es,It,Nl)
namedrawsomeartistdrawsomesketchquest	Drawsome! Artist & Drawsome! Sketch Quest (USA) (En,Fr,Es)
namedreamdancecheer	Dream Dance & Cheer (USA) (En,Fr,Es)
namedreampinball3d	Dream Pinball 3D (Europe) (En,Fr,De,Es,It)
namedreamsalon	Dream Salon (USA) (En,Fr)
namedreamworksbeemoviegame	DreamWorks Bee Movie Game (Europe) (En,Nl)
namedreamworkshowtotrainyourdragon	DreamWorks How to Train Your Dragon (Europe) (En,Fr,De,Es,It)
namedreamworkshowtotrainyourdragon2	DreamWorks How to Train Your Dragon 2 (Europe) (En,Fr,De,Es,It,Pt)
namedreamworkskungfupanda	DreamWorks Kung Fu Panda (Europe) (De,Es)
namedreamworkskungfupanda2	DreamWorks Kung Fu Panda 2 (Europe, Australia) (En,Fr,De,Es,It,Nl)
namedreamworkskungfupandalegendarywarriors	DreamWorks Kung Fu Panda - Legendary Warriors (Europe) (En,Fr,De,Es,It,Nl)
namedreamworksmadagascar3europesmostwanted	DreamWorks Madagascar 3 - Europe's Most Wanted (Europe) (En,Fr,De,Es,It,Nl,Ru)
namedreamworksmadagascar3thevideogame	DreamWorks Madagascar 3 - The Video Game (USA) (En,Fr,Es)
namedreamworksmadagascarescape2africa	DreamWorks Madagascar - Escape 2 Africa (Europe) (En,Fr,De,Es,It,Nl)
namedreamworksmadagascarkartz	DreamWorks Madagascar Kartz (Europe) (En,Fr,De,Es,It,Nl,Sv)
namedreamworksmadagaskar2	DreamWorks Madagaskar 2 (Sweden)
namedreamworksmegamindmegateamunite	DreamWorks Megamind - Mega Team Unite (Europe) (En,Fr,De,Es,It,Nl)
namedreamworksmonstersvsaliens	DreamWorks Monsters vs. Aliens (Europe) (En,Fr,De,Es,It,Nl,Sv)
namedreamworkspenguinsofmadagascar	DreamWorks Penguins of Madagascar (Europe) (En,Fr,De,Es,It)
namedreamworkspussinboots	DreamWorks Puss in Boots (Europe) (En,Fr,De,Es,It,Nl)
namedreamworksriseoftheguardians	DreamWorks Rise of the Guardians (Europe) (En,Fr,De,Es,It)
namedreamworksshrekevisserofeliciecontenti	DreamWorks Shrek e Vissero Felici e Contenti (Italy)
namedreamworksshrekforeverafter	DreamWorks Shrek Forever After (Europe) (En,Fr,De,Es,Nl,Sv)
namedreamworksshrekscarnivalcrazepartygames	DreamWorks Shrek's Carnival Craze - Party Games (Europe) (En,Fr,De)
namedreamworksshrekthethird	DreamWorks Shrek the Third (Europe) (En,Fr,De,Es,It,Nl)
namedreamworkssuperstarkartz	DreamWorks Super Star Kartz (Europe) (En,Fr,De,Es,It,Nl,Sv)
namedreamworksthecroodsprehistoricparty	DreamWorks The Croods - Prehistoric Party! (Europe) (En,Fr,De,Es,It)
namedreamworksthecroodsprehistoricpartyriseoftheguardianscombopack	DreamWorks The Croods - Prehistoric Party! & Rise of the Guardians - Combo Pack (Europe) (En,Fr,De,Es,It)
namedreamworksthepenguinsofmadagascardrblowholereturnsagain	DreamWorks The Penguins of Madagascar - Dr. Blowhole Returns - Again! (Europe) (En,Fr,De,Es,It,Nl)
namedreamworksturbosuperstuntsquad	DreamWorks Turbo - Super Stunt Squad (Europe) (En,Fr,De,Es,It)
namedreifragezeichendiedasverfluchteschloss	drei Fragezeichen, Die - Das verfluchte Schloss (Germany) (Rev 1)
namedriverparallellines	Driver - Parallel Lines (Europe) (En,Fr,De,Es,It)
namedriversanfrancisco	Driver - San Francisco (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da)
nameeaplayground	EA Playground (Europe) (En,Fr,De,Es,It)
nameearthseeker	Earth Seeker (Japan)
nameeasportsactive2personaltrainer	EA Sports Active 2 - Personal Trainer (Europe) (En,Fr,De,Es,It,Nl)
nameeasportsactivemoreworkouts	EA Sports Active - More Workouts (Europe, Australia) (En,Fr,De,Es,It,Nl)
nameeasportsactivenfltrainingcamp	EA Sports Active - NFL Training Camp (USA)
nameeasportsactivepersonaltrainer	EA Sports Active - Personal Trainer (Europe) (En,Fr,De,Es,It,Nl)
nameeasportsactivepersonaltrainerwii30nichiseikatsukaizenprogram	EA Sports Active - Personal Trainer Wii - 30-nichi Seikatsu Kaizen Program (Japan)
nameeasportsactivepersonaltrainerwii6shuukanshuuchuuhikishimeprogram	EA Sports Active - Personal Trainer Wii - 6-shuukan Shuuchuu Hikishime Program (Japan)
nameeldarsaga	Eldar Saga (Europe) (En,Fr,De,Es,It)
nameelebits	Elebits (Japan)
nameeledees	Eledees (Europe) (En,Fr,De,Es,It)
nameemergencyheroes	Emergency Heroes (Europe) (En,Fr,De,Es,It)
nameemergencymayhem	Emergency Mayhem (Europe) (En,Fr,De,Es,It)
nameenclaveshadowsoftwilight	Enclave - Shadows of Twilight (Europe) (En,Fr,De,Es,It)
nameendlessocean	Endless Ocean (Europe, Australia) (En,Fr,De,Es,It)
nameendlessocean2adventuresofthedeep	Endless Ocean 2 - Adventures of the Deep (Europe) (En,Fr,De,Es,It)
