# Generated from libretro-database's Sony - PlayStation DAT.
# Source: https://github.com/libretro/libretro-database
# License: CC-BY-SA-4.0
t50015	NHL '94 (USA)
t5001550	NHL Hockey '94 (Europe)
t50025	Bill Walsh College Football (USA)
t5002505	Bill Walsh College Football (Europe)
t50035	Power Monger (USA)
t5003550	PowerMonger (Europe)
t50045	Wing Commander (USA)
t50055	FIFA International Soccer (USA) (En,Fr,De,Es)
t5005550	FIFA International Soccer - Championship Edition (Europe) (En,Fr,De,Es)
t50085	Road Rash (USA)
t51014	Gen'ei Toshi - Illusion City (Japan)
t574013	Pier Solar and the Great Architects Enhanced Soundtrack Disc (USA)
t574016	Pier Solar and the Great Architects Enhanced Soundtrack Disc (USA)
t57401650	Pier Solar and the Great Architects Enhanced Soundtrack Disc (USA)
t60014	Prince of Persia (Japan)
t60024	Daihoushinden (Japan)
t60034	Shadow of the Beast II - Juushin no Jubaku (Japan)
t60044	Secret of Monkey Island, The (Japan)
t60054	Heimdall (Japan)
t60055	AH3 - Thunderstrike (USA)
t60074	Wonder Dog (Japan)
